,Title,Year,Genre,Director,Cast,Movie_id
0,Aama,(1964),"Action, Drama","Hira Singh Khatri
                 |","['Shiva Shankar', 'Bhubhan Chand', 'Bhim Bahadur', 'Basundhara Bhusal']",/title/tt1999819/
1,Maitighar,(1966),"Drama, Musical","B.S. Thapa
                 |","['Mala Sinha', 'Chidambar Prasad Lohani', 'Tika Bhushan Dahal', 'Sunil Dutt']",/title/tt7051562/
2,Hijo Aaja Bholi,(1968),Drama,"Hira Singh Khatri
                 |","['Basundhara Bhusal', 'Bhubhan Chand', 'Shreedhar Khanal', 'Shanti Maskey']",/title/tt8378014/
3,Parivartan,(1971),Drama,"Hira Singh Khatri
                 |","['Yagya Nath Ghimire', 'Rita Thapa', 'Neer Bikram Shah', 'Yadav Kharel']",/title/tt8379858/
4,Man ko bandh,(1973),Drama,"Prakash Thapa
                 |","['Salyan K.C.', 'Sushma Shahi', 'Neer Bikram Shah', 'Basundhara Bhusal']",/title/tt1999922/
5,Kumari,(1977),Drama,"Prem Bahadur Basnet
                 |","['Salyan K.C.', 'Chaitya Devi', 'Gautam Ratna Tuladhar', 'Keshav Manandhar']",/title/tt1999911/
6,Paral Ko Aago,(1978),"Comedy, Drama, Mystery","Pratap Subha
                 |","['Basundhara Bhusal', 'Susmita Dhakal', 'Tanka Sharma']",/title/tt0888045/
7,Sindoor,(1980),Drama,"Prakash Thapa
                 |","['Menakshi Anand', 'Biswa Basnet', 'Basundhara Bhusal', 'Gopal Raj Mainali']",/title/tt8212526/
8,Raiders of the Lost Ark,(1981),"Action, Adventure","Steven Spielberg
                 |","['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies']",/title/tt0082971/
9,Bansuri,(1981),"Drama, Romance","Tulsi Ghimire
                 |","['Rakesh Pandey', 'Banni Pradhan', 'Rajani Sharma', 'Rajni Sharma']",/title/tt8524684/
10,Jeevan Rekha,(1982),Drama,"Prakash Thapa
                 |","['Shiv Shrestha', 'Menakshi Anand', 'Arjun Jung Shahi', 'Shanti Maskey']",/title/tt8500232/
11,Samjhana,(1983),Drama,"Shambhu Pradhan
                 |","['Bhuwan K.C.', 'Tripti Nadakar', 'Muralidhar']",/title/tt7025304/
12,Kanchi,(1984),,"B.S. Thapa
                 |","['Shiv Shrestha', 'Sharmila Malla', 'Jayanendra Chand']",/title/tt0316088/
13,Basudev,(1984),Drama,"Neer Bikram Shah
                 |","['Harihar Sharma', 'Neer Bikram Shah', 'Sakuntala Sharma', 'Sharmila Malla']",/title/tt6565710/
14,Kusume Rumal,(1985),"Drama, Musical, Romance","Tulsi Ghimire
                 |","['Bhuwan K.C.', 'Tripti Nadakar', 'Udit Narayan', 'Neer Bikram Shah']",/title/tt2007972/
15,Saino,(1987),Drama,"Ugyen Chhopel
                 |","['Bhuwan K.C.', 'Tripti Nadakar', 'Danny Denzongpa', 'Muralidhar']",/title/tt7054392/
16,Anyay,(1989),Drama,"Tulsi Ghimire
                 |","['Prakash Adhikari', 'Biswa Basnet', 'Mira Madhuri', 'Majnalkar']",/title/tt8227934/
17,Santan,(1989),Drama,"Prakash Thapa
                 |","['Arjun Jung Shahi', 'Bhuwan K.C.', 'Gauri Malla', 'Karishma Manandhar']",/title/tt8349140/
18,Cheli Beti,(1989),Drama,"Yadav Kharel
                 |","['Ramchandra Adhikari', 'Basundhara Bhusal', 'Gauri Malla', 'Sharmila Malla']",/title/tt0888008/
19,Lahure,(1989),"Action, Drama, War","Tulsi Ghimire
                 |","['Shrawan Ghimire', 'Tulsi Ghimire', 'Tripti Nadakar']",/title/tt6577862/
20,Behuli,(1989),"Drama, Romance","Shambhu Pradhan
                 |","['Prakash Adhikari', 'Sunita Khadka', 'Subhadra Adhikari', 'Jitendra Mahat']",/title/tt8505114/
21,Maya Preeti,(1989),Drama,"B.S. Thapa
                 |","['Subhadra Adhikari', 'Gopal Bhutani', 'Rabindra Khadka', 'Krishna Malla']",/title/tt8934078/
22,Bhagya Rekha,(1989),"Drama, Romance","Deepak Raimajhi
                 |","['Rabindra Khadka', 'Mausami Malla', 'Tika Pahari', 'Siddhicharan Shrestha']",/title/tt8517778/
23,Pachhis Basanta,(1989),Drama,"Neer Bikram Shah
                 |","['Basundhara Bhusal', 'Bhuwan K.C.', 'Ravi Shah', 'Harihar Sharma']",/title/tt8467972/
24,Lobhi Papi,(1990),Comedy,"Yadav Kharel
                 |","['Hari Bansha Acharya', 'Laxmi Giri', 'Bhuwan K.C.', 'Kristi Mainali']",/title/tt8282940/
25,Bijay Parajay,(1990),"Action, Comedy, Drama","Rajendra Salav
                 |","['Bhuwan K.C.', 'Saroj Khanal', 'Krishna Malla', 'Sharmila Malla']",/title/tt23685218/
26,Kanyadaan,(1991),Drama,"Prakash Thapa
                 |","['Bhuwan K.C.', 'Gauri Malla', 'Subhadra Adhikari', 'Basundhara Bhusal']",/title/tt6722122/
27,Yug Dekhi Yug Samma,(1991),,"Deepak Raimajhi
                 |","['Rajesh Hamal', 'Gopal Raj Mainali', 'Kristi Mainali', 'Tika Pahari']",/title/tt0316930/
28,Chino,(1991),"Drama, Romance","Tulsi Ghimire
                 |","['Ramchandra Adhikari', 'Shrawan Ghimire', 'Tulsi Ghimire', 'Bhuwan K.C.']",/title/tt0315394/
29,Aadhi Beri,(1991),Romance,"Yadav Kharel
                 |","['Binod Kharel', 'Gauri Malla', 'Ramchandra Adhikari', 'Sushila Rayamajhi']",/title/tt8502994/
30,Dakshina,(1993),"Drama, Romance","Tulsi Ghimire
                 |","['Tulsi Ghimire', 'Bhuwan K.C.', 'Niruta Singh', 'Bharati Ghimire']",/title/tt0305406/
31,Deuta,(1993),"Action, Drama","Tulsi Ghimire
                 |","['Srijana Basnet', 'Shrawan Ghimire', 'Tulsi Ghimire', 'Rajesh Hamal']",/title/tt7228790/
32,Dui Thopa Aansu,(1993),Drama,"Tulsi Ghimire
                 |","['Ramchandra Adhikari', 'Dayaram Dahal', 'Shrawan Ghimire', 'Bhuwan K.C.']",/title/tt7007456/
33,Sapana,(1993),Drama,"Shambhu Pradhan
                 |","['Bhuwan K.C.', 'Karishma Manandhar', 'Mausami Malla', 'Neer Bikram Shah']",/title/tt8505204/
34,Sauta,(1993),,"Narayan Puri
                 |","['Bhuwan K.C.', 'Karishma Manandhar', 'Ramesh Budathoki', 'Hemanta Budhathoki']",/title/tt0301809/
35,Adhikar,(1993),Drama,"Prakash Thapa
                 |","['Rajesh Hamal', 'Kristi Mainali', 'Mithila Sharma', 'Basundhara Bhusal']",/title/tt8500898/
36,Mahadevi,(1993),,"Narayan Puri
                 |","['Bhuwan K.C.', 'Karishma Manandhar', 'Ashok Sharma', 'Sunil Thapa']",/title/tt0301584/
37,Mohani,(1994),Drama,"Ramesh Budathoki
                 |","['Bina Budhathoki', 'Hemanta Budhathoki', 'Saroj Khanal', 'Laya Sangraula']",/title/tt8847252/
38,Swarga,(1994),Drama,"Shambhu Pradhan
                 |","['Subhadra Adhikari', 'Gauri Malla', 'Neer Bikram Shah', 'Shiv Shrestha']",/title/tt8494934/
39,Janma Janma,(1994),Romance,"s:
Sital Nepal, 
Rakesh Manandhar
                 |","['Kumud Pant', 'Dhiren Shakya', 'Shweta Gautam', 'Binod Manandhar']",/title/tt5093756/
40,Prithvi,(1994),,"Prakash Rayamajhi
                 |","['Rajesh Hamal', 'Mausami Malla', 'Muralidhar', 'Hemanta Budhathoki']",/title/tt6774818/
41,Shree Swosthani,(1994),Drama,"Yadav Kharel
                 |","['Pooja Chand', 'Rakesh Khadka', 'Rudra Raj Pandey', 'Jal Shah']",/title/tt8503108/
42,Sannani,(1994),,"Narayan Puri
                 |","['Hemanta Budhathoki', 'Saroj Khanal', 'Megha Pokhrel', 'Anita Silwal']",/title/tt0301804/
43,Mahamaya,(1995),Drama,"Prakash Thapa
                 |","['Basundhara Bhusal', 'Bhubhan Chand', 'Saroj Khanal', 'Gauri Malla']",/title/tt8460814/
44,Prem Pinda,(1995),"History, Romance","Yadav Kharel
                 |","['Saroj Khanal', 'Sunny Rauniyar', 'Neer Bikram Shah', 'Melina Manandhar']",/title/tt0277967/
45,Jeevan Sangharsha,(1995),"Action, Drama","Yubraj Lama
                 |","['Rajesh Hamal', 'Kumud Pant', 'Yubraj Lama', 'Mithila Sharma']",/title/tt17493572/
46,Ragat,(1995),,"Narayan Puri
                 |","['Kumud Pant', 'Bipana Thapa', 'Saroj Khanal', 'Hemanta Budhathoki']",/title/tt0301762/
47,Saraswati,(1995),Drama,"Shambhu Pradhan
                 |","['Gauri Malla', 'Shiv Shrestha', 'Sunil Thapa', 'Nutan Pradhan']",/title/tt8283040/
48,Janma Bhoomi,(1995),Drama,"Mohan Niroula
                 |","['Kumud Pant', 'Shiv Shrestha', 'Mohan Niroula', 'Saroj Khanal']",/title/tt0305692/
49,Rahar,(1996),Romance,"Tulsi Ghimire
                 |","['Keshab Bhattarai', 'Bharati Ghimire', 'Tulsi Ghimire', 'Ramesh K.C.']",/title/tt8226448/
